Disease,New_Symptom_1,Symptom_1,Symptom_2,New_Symptom_2,New_Symptom_3,Symptom_3,Symptom_4,New_Symptom_4,Symptom_5,New_Symptom_5,Symptom_6,New_Symptom_6,Symptom_7,New_Symptom_7,Symptom_8,New_Symptom_8,Symptom_9,New_Symptom_9,Symptom_10,New_Symptom_10,Symptom_11,New_Symptom_11,Symptom_12,New_Symptom_12,Symptom_13,New_Symptom_13,Symptom_14,New_Symptom_14,Symptom_15,New_Symptom_15,Symptom_16,New_Symptom_16,Symptom_17
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,spinning_movements,spinning movements,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,headache,nausea,nausea,spinning movements,spinning_movements,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,nausea,nausea,spinning movements,spinning_movements,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,spinning movements,spinning_movements,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,spinning_movements,spinning movements,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,spinning_movements,spinning movements,loss_of_balance,loss of balance,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,spinning_movements,spinning movements,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,vomiting,headache,headache,nausea,nausea,loss_of_balance,loss of balance,unsteadiness,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,pus filled pimples,pus_filled_pimples,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,blackheads,blackheads,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,blackheads,blackheads,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,pus_filled_pimples,pus filled pimples,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,skin_rash,blackheads,blackheads,scurring,scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,foul smell of urine,foul_smell_of urine,continuous_feel_of_urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,foul smell of urine,foul_smell_of urine,continuous_feel_of_urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,bladder_discomfort,foul_smell_of urine,foul smell of urine,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,foul_smell_of urine,foul smell of urine,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,foul smell of urine,foul_smell_of urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,foul smell of urine,foul_smell_of urine,continuous_feel_of_urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,bladder_discomfort,foul_smell_of urine,foul smell of urine,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,burning_micturition,bladder_discomfort,bladder discomfort,continuous feel of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,
Psoriasis,joint pain,joint_pain,skin_peeling,skin peeling,silver like dusting,silver_like_dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,skin_peeling,skin peeling,silver like dusting,silver_like_dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,silver like dusting,silver_like_dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,small_dents_in_nails,small dents in nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin_rash,joint_pain,joint pain,skin peeling,skin_peeling,silver_like_dusting,silver like dusting,small_dents_in_nails,small dents in nails,inflammatory_nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,blister,blister,red_sore_around_nose,red sore around nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,blister,blister,red_sore_around_nose,red sore around nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,high fever,high_fever,blister,blister,red sore around nose,red_sore_around_nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,blister,blister,red sore around nose,red_sore_around_nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,blister,blister,red sore around nose,red_sore_around_nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,red sore around nose,red_sore_around_nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,blister,blister,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,blister,blister,red_sore_around_nose,red sore around nose,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,high_fever,high fever,blister,blister,red_sore_around_nose,red sore around nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,skin_rash,blister,blister,red sore around nose,red_sore_around_nose,yellow_crust_ooze,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,nodal skin eruptions,nodal_skin_eruptions,dischromic _patches,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,skin rash,skin_rash,nodal_skin_eruptions,nodal skin eruptions,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,nodal_skin_eruptions,nodal skin eruptions,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,nodal skin eruptions,nodal_skin_eruptions,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,skin rash,skin_rash,nodal_skin_eruptions,nodal skin eruptions,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,nodal_skin_eruptions,nodal skin eruptions,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,dischromic  patches,dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,nodal skin eruptions,nodal_skin_eruptions,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,itching,itching,skin_rash,skin rash,nodal skin eruptions,nodal_skin_eruptions,dischromic _patches,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,chills,chills,watering_from_eyes,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,shivering,shivering,chills,chills,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,chills,chills,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,chills,chills,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,shivering,shivering,chills,chills,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,chills,chills,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,watering from eyes,watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,chills,chills,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,continuous sneezing,continuous_sneezing,shivering,shivering,chills,chills,watering_from_eyes,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,ulcers on tongue,ulcers_on_tongue,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,ulcers_on_tongue,ulcers on tongue,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,ulcers on tongue,ulcers_on_tongue,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,ulcers on tongue,ulcers_on_tongue,vomiting,vomiting,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,ulcers on tongue,ulcers_on_tongue,vomiting,vomiting,cough,cough,,,,,,,,,,,,,,,,,,,,,,,
GERD,acidity,acidity,ulcers_on_tongue,ulcers on tongue,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,ulcers_on_tongue,ulcers on tongue,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,vomiting,vomiting,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,stomach pain,stomach_pain,acidity,acidity,ulcers on tongue,ulcers_on_tongue,cough,cough,chest_pain,chest pain,,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,vomiting,vomiting,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,itching,itching,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,stomach pain,stomach_pain,burning_micturition,burning micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,stomach_pain,stomach pain,burning micturition,burning_micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,burning micturition,burning_micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,stomach pain,stomach_pain,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,stomach pain,stomach_pain,burning_micturition,burning micturition,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,skin rash,skin_rash,stomach_pain,stomach pain,burning micturition,burning_micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,stomach_pain,stomach pain,burning micturition,burning_micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,burning micturition,burning_micturition,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,stomach pain,stomach_pain,spotting_ urination,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,itching,itching,skin_rash,skin rash,stomach pain,stomach_pain,burning_micturition,burning micturition,,,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,loss_of_appetite,loss of appetite,abdominal pain,abdominal_pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,abdominal pain,abdominal_pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,indigestion,indigestion,loss_of_appetite,loss of appetite,abdominal pain,abdominal_pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,loss_of_appetite,loss of appetite,abdominal pain,abdominal_pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,abdominal pain,abdominal_pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,loss of appetite,loss_of_appetite,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,loss of appetite,loss_of_appetite,abdominal_pain,abdominal pain,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,loss of appetite,loss_of_appetite,abdominal_pain,abdominal pain,passage_of_gases,passage of gases,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,loss of appetite,loss_of_appetite,abdominal_pain,abdominal pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,vomiting,indigestion,indigestion,loss of appetite,loss_of_appetite,abdominal_pain,abdominal pain,passage_of_gases,passage of gases,internal_itching,internal itching,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,high fever,high_fever,extra_marital_contacts,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,patches in throat,patches_in_throat,high_fever,high fever,extra marital contacts,extra_marital_contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,high_fever,high fever,extra marital contacts,extra_marital_contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,extra marital contacts,extra_marital_contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,high fever,high_fever,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,high fever,high_fever,extra_marital_contacts,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,high fever,high_fever,extra_marital_contacts,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,patches in throat,patches_in_throat,high_fever,high fever,extra marital contacts,extra_marital_contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,high_fever,high fever,extra marital contacts,extra_marital_contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,muscle wasting,muscle_wasting,patches_in_throat,patches in throat,high fever,high_fever,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,
Diabetes,weight loss,weight_loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,obesity,obesity,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,excessive_hunger,excessive hunger,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Diabetes,fatigue,fatigue,weight_loss,weight loss,restlessness,restlessness,lethargy,lethargy,irregular_sugar_level,irregular sugar level,blurred_and_distorted_vision,blurred and distorted vision,obesity,obesity,increased_appetite,increased appetite,polyuria,polyuria,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,sunken eyes,sunken_eyes,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,dehydration,dehydration,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,sunken eyes,sunken_eyes,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,dehydration,dehydration,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,vomiting,vomiting,sunken_eyes,sunken eyes,diarrhoea,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,high fever,high_fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,cough,cough,high_fever,high fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,high_fever,high fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,high fever,high_fever,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,high fever,high_fever,breathlessness,breathlessness,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,high fever,high_fever,breathlessness,breathlessness,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,cough,cough,high fever,high_fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,cough,cough,high_fever,high fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,fatigue,high_fever,high fever,breathlessness,breathlessness,family_history,family history,mucoid_sputum,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,headache,headache,chest_pain,chest pain,dizziness,dizziness,loss_of_balance,loss of balance,lack_of_concentration,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,chest pain,chest_pain,dizziness,dizziness,loss of balance,loss_of_balance,lack_of_concentration,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,headache,headache,dizziness,dizziness,loss of balance,loss_of_balance,lack_of_concentration,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,,
